62eb9b35-162f-46fe-897e-27058153327d|A person, family, or organization contributing to a resource by shortening or condensing the original work but leaving the nature and content of the original work substantially unchanged. For substantial modifications that result in the creation of a new work, see author|abr|Abridger||
9a57fdd1-3d33-4697-b38b-98a785b610ae|A person, family or organization responsible for creating or contributing to a resource by responding to an interviewer, usually a reporter, pollster, or some other information gathering agent|ive|Interviewee||
9ba370cc-5558-405e-bd0b-5287d5ca5c47|A person, family, or organization responsible for creating or contributing to a resource by acting as an interviewer, reporter, pollster, or some other information gathering agent|ivr|Interviewer||
728c12a4-2a54-42b1-9c55-afa89e3b55ad|A person, family, or organization responsible for creating a new device or process|inv|Inventor||
4111f88e-03d2-47a9-8a5a-01df69af040d|||UF Patent inventor||
51fd7a25-f9c3-46d1-8eef-566883f5c698|A person, family or organization issuing a work, such as an official organ of the body|isb|Issuing body||
463c10ac-e03b-4849-aa28-1fdacd6e628f|||Joint author||
e9069bee-ee95-4b72-b43f-0e7695102a6a|||USE Author||
e9ae0222-bd80-44cb-8c71-fb24440cbacf|A person who hears and decides on legal matters in court.|jud|Judge||
061421b3-2be0-44a5-8a7d-35b8d78d9875|A jurisdiction governed by a law, regulation, etc., that was enacted by another jurisdiction|jug|Jurisdiction governed||
ae891d78-0381-4088-b747-740da8f2d913|||Lab director||
22f37325-7c8a-497a-99f9-a1a50cf145a2|||USE Laboratory director||
fbed1d3e-0cc5-48de-bb1f-26f0aebc94aa|An organization that provides scientific analyses of material samples|lbr|Laboratory||
f9fbd975-6816-4674-9438-6d2d9c68c299|A person or organization that manages or supervises work done in a controlled setting or environment|ldr|Laboratory director||
7790b7d5-c437-4751-971c-ce06487bca07|||UF Lab director||
974af2c2-5c35-4bbf-a2ae-f214675972a8|An architect responsible for creating landscape works. This work involves coordinating the arrangement of existing and proposed land features and structures|lsa|Landscape architect||
9f55ae5f-199b-4da9-b6f3-fb81e42d1515|A person or organization that takes primary responsibility for a particular activity or endeavor. May be combined with another relator term or code to show the greater importance this person or organization has regarding that particular role. If more than one relator is assigned to a heading, use the Lead relator only if it applies to all the relators|led|Lead||
b2651046-6af7-43bb-b230-2c468a11e93a|A person or organization permitting the temporary use of a book, manuscript, etc., such as for photocopying or microfilming|len|Lender||
a01696f0-eb4c-47a6-b13b-a5962fa978ba|A person or organization who files a libel in an ecclesiastical or admiralty case|lil|Libelant||
b2265ff2-2929-4311-b867-82dc7f573ea5|A libelant who takes an appeal from one ecclesiastical court or admiralty to another to reverse the judgment|lit|Libelant-appellant||
79d5e828-8fe2-4203-87fb-93fbb50d0dd0|A libelant against whom an appeal is taken from one ecclesiastical court or admiralty to another to reverse the judgment|lie|Libelant-appellee||
cf50e2f8-40ed-412e-9c61-0f1839b7d4c0|A person or organization against whom a libel has been filed in an ecclesiastical court or admiralty|lel|Libelee||
684cf927-9b0f-43b3-8d4b-4ddb99fdb94c|A libelee who takes an appeal from one ecclesiastical court or admiralty to another to reverse the judgment|let|Libelee-appellant||
e5682ca0-4472-4f49-a058-672b40f72c59|A libelee against whom an appeal is taken from one ecclesiastical court or admiralty to another to reverse the judgment|lee|Libelee-appellee||
f71a3985-c8b9-4f23-a8d9-48080bf69644|An author of a libretto of an opera or other stage work, or an oratorio|lbt|Librettist||
8c15cee7-9755-4afa-9804-3ccdc7ad2618|A person or organization who is an original recipient of the right to print or publish|lse|Licensee||
5b2e2186-bf48-426c-98e6-4030dc30c08d|A person or organization who is a signer of the license, imprimatur, etc|lso|Licensor||
6bc5daf1-e02e-4eea-8b59-46df86cb980c|||UF Imprimatur||
28cce1ac-68a2-48f8-b396-8b8b0d7bd3cd|A person or organization who designs the lighting scheme for a theatrical presentation, entertainment, motion picture, etc.|lgd|Lighting designer||
298c3a7e-4ded-47c8-a2a2-ed80d97fae81|A person or organization who prepares the stone or plate for lithographic printing, including a graphic artist creating a design directly on the surface from which printing will be done.|ltg|Lithographer||
0a90f7a0-05b6-4590-8a53-56c36ab2dbfd|An author of the words of a non-dramatic musical work (e.g. the text of a song), except for oratorios|lyr|Lyricist||
c1cceef6-db9a-4450-be7d-fb028c7deee0|The place of manufacture (e.g., printing, duplicating, casting, etc.) of a resource in a published form|mfp|Manufacture place||
e50c8d55-8b59-458f-8b75-08f78cd359e5|A person or organization responsible for printing, duplicating, casting, etc. a resource|mfr|Manufacturer||
ee7f1157-76f7-4b18-aa93-9d0295923390|The entity responsible for marbling paper, cloth, leather, etc. used in construction of a resource|mrb|Marbler||
b5ab4e40-e101-4616-b31b-a465afc23035|A person or organization performing the coding of SGML, HTML, or XML markup of metadata, text, etc.|mrk|Markup editor||
febdad14-87ad-4c1f-bfaf-ce16c859d15b|||UF Encoder||
dd544c87-d1a4-42fb-8eb3-95f7b5e1d59d|||Master electrician||
4c41090c-f5b8-4a79-9668-93316c4beb9d|||USE Electrician||
bd374f0b-24a5-4397-86e6-c1d869fd8a4a|A person held to be a channel of communication between the earthly world and a world of spirits|med|Medium||
0b5ca9fe-3d6a-44ee-b050-b12923187bea|A person or organization primarily responsible for compiling and maintaining the original description of a metadata set (e.g., geospatial metadata set)|mdc|Metadata contact||
80c9c1f5-4a6d-496a-9771-88c5cb381502|An engraver responsible for decorations, illustrations, letters, etc. cut on a metal surface for printing or decoration|mte|Metal-engraver||
8f06e032-68d0-43be-87a8-f06d0cbb9815|A person, family, or organization responsible for recording the minutes of a meeting|mtk|Minute taker||
7dcfc829-0e61-48b8-8266-4eeb05fba72a|A performer contributing to a resource by leading a program (often broadcast) where topics are discussed, usually with participation of experts in fields related to the discussion|mod|Moderator||
d95f8a61-9198-4e54-831e-b517f3e1af34|A person or organization that supervises compliance with the contract and is responsible for the report and controls its distribution. Sometimes referred to as the grantee, or controlling agency|mon|Monitor||
9ff23654-9d83-4542-a57a-cedcbdaab1ee|||Motion picture editor||
82ea9ae6-2b06-40b4-be5e-5e747d8f186b|||USE Film editor||
84372c06-5029-4c6e-b30b-24b694284d08|||Moving image work editor||
b4480740-3739-4c0a-a85c-5b2ea93a5188|||USE Editor of moving image work||
1c912d7e-aecc-4e2d-a11e-7a5ffe339af2|A person who transcribes or copies musical notation|mcp|Music copyist||
5f40b4c6-f837-429b-b52c-e1a70296e806|A person who coordinates the activities of the composer, the sound editor, and sound mixers for a moving image production or for a musical or dramatic presentation or entertainment|msd|Musical director||
bdea48da-ae47-4d6d-b4bf-90c188008a74|A person or organization who performs music or contributes to the musical content of a work when it is not possible or desirable to identify the function more precisely|mus|Musician||
2634c6a3-e562-4b8a-8f8c-cb619b8da0b1|A performer contributing to a resource by reading or speaking in order to give an account of an act, occurrence, course of events, etc|nrt|Narrator||
7875ee5d-b647-46b0-8878-2060db972fb6|||Observer||
f6347503-4db2-4fc4-8fc1-e6b6df419df0|||USE Witness||
1bcde7da-88e8-41ff-9841-33574a29cff2|||Onlooker||
4c20f970-91ed-4a4e-8303-8531dc2193f3|||USE Witness||
85c59e27-3384-4499-ba08-4ece4ab6b883|A performer contributing to an expression of a work by appearing on screen in nonfiction moving image materials or introductions to fiction moving image materials to provide contextual or background information. Use when another term (e.g., narrator, host) is either not applicable or not desired|osp|Onscreen presenter||
2289d705-05b5-4c41-a78f-0727e37522ba|A person or organization responsible for opposing a thesis or dissertation|opn|Opponent||
3cfedd54-a912-4069-909a-ef3c14e9221e|A person, family, or organization organizing the exhibit, event, conference, etc., which gave rise to a resource|orm|Organizer||
a59eea89-6c27-4e35-bf79-0f32dc961bd0|||UF Organizer of meeting||
b35e97ce-da37-4c88-86c7-ee07c45c6fb2|||Organizer of meeting||
f90164e9-589e-4c2d-9531-65fc441561f4|||USE Organizer||
8cef06d6-92f7-4590-a93b-05afab99841c|A person or organization performing the work, i.e., the name of a person or organization associated with the intellectual content of the work. This category does not include the publisher or personal affiliation, or sponsor except where it is also the corporate author|org|Originator||
a8355c75-b850-410f-89c0-46e1fa81befc|A role that has no equivalent in the MARC list.|oth|Other||
391f3250-0a40-48c9-9394-5d4d085d9522|A person, family, or organization that currently owns an item or collection, i.e.has legal possession of a resource|own|Owner||
41adc57f-46e6-4ab4-ab5c-e025948b72d5|||UF Current owner||
0175749b-ace6-47bb-a488-86b4fe5c28f0|A performer contributing to a resource by participating in a program (often broadcast) where topics are discussed, usually with participation of experts in fields related to the discussion|pan|Panelist||
8af64379-4db8-4496-a45d-494be3be9421|A person or organization responsible for the production of paper, usually from wood, cloth, or other fibrous material|ppm|Papermaker||
aa28b1ac-1ad8-48d3-bee2-b147183a4200|A person or organization that applied for a patent|pta|Patent applicant||
92136786-3dbd-4627-879b-93e2d5adb37f|A person or organization that was granted the patent referred to by the item|pth|Patent holder||
dc7ac305-d957-4d88-bf80-3516f314b306|||UF Patentee||
e7a9f385-5a42-4e1b-97ea-e941639069e7|||Patent inventor||
d9945eb7-c1d1-4420-9fb3-5ec69dbbbd84|||USE Inventor||
c31fdd0e-3b2c-401a-8680-d74cc43c32db|||Patentee||
8c5279df-51b0-4a16-bb4b-29fe17e78df2|||USE Patent holder||
6633c16e-773c-46d3-84d9-a9ec7888e214|A person or organization responsible for commissioning a work. Usually a patron uses his or her means or influence to support the work of artists, writers, etc. This includes those who commission and pay for individual works|pat|Patron||
a44b0519-f941-448f-95dd-80043c2da34d|A person contributing to a resource by performing music, acting, dancing, speaking, etc., often in a musical or dramatic presentation, etc. If specific codes are used,|prf|Performer||
bff4607c-24f9-4255-80f9-6e01a35b178d|||Performer of research||
04ba5597-e54c-4ba2-9415-4adbd9232155|||USE Researcher||
7cc85621-49e6-4ecb-8628-6e936aaf7dff|An organization (usually a government agency) that issues permits under which work is accomplished|pma|Permitting agency||
2d05e93f-790a-401c-80c1-a97950033998|A person, family, or organization responsible for creating a photographic work|pht|Photographer||
09c84c63-afb2-44eb-8300-666faa1e1751|The place to which a resource is sent, for example, the place of the postal address of a letter|pad|Place of address||
26e72990-6488-48d8-85cb-c15f6a133c9c|A person or organization who brings a suit in a civil proceeding|ptf|Plaintiff||
5fed9234-bdd8-439d-9c67-cca41b237900|A plaintiff who takes an appeal from one court or jurisdiction to another to reverse the judgment, usually in a legal proceeding|ptt|Plaintiff-appellant||
cb33dad9-fe46-4e74-b4bc-dcc921c0ba3c|A plaintiff against whom an appeal is taken from one court or jurisdiction to another to reverse the judgment, usually in a legal proceeding|pte|Plaintiff-appellee||
665d56dd-9abe-4486-8ea5-dd59ed9ed7a4|A person, family, or organization involved in manufacturing a manifestation by preparing plates used in the production of printed images and/or text|plt|Platemaker||
69abfba6-0c04-48bd-a5c8-5a17440396d7|||Plates, printer of||
133e157b-df90-4e70-acdb-f7e51a03bcfb|||USE Printer of plates||
6ec221b0-c736-43f9-b501-4189fbab1aba|A person who is the faculty moderator of an academic disputation, normally proposing a thesis and participating in the ensuing disputation|pra|Praeses||
46e8f826-9f69-49fe-ab87-2739663468c3|A person or organization mentioned in an “X presents” credit for moving image materials and who is associated with production, finance, or distribution in some way. A vanity credit; in early years, normally the head of a studio|pre|Presenter||
071e9d74-094b-4aae-b4fc-c07d64f9cffb|||Preservationist||
71dd31b5-4e58-4143-b06d-7de247086045|||USE Conservator||
fc780b0d-38eb-44ca-89c3-f8ef05e69ac6|A person, family, or organization involved in manufacturing a manifestation of printed text, notated music, etc., from type or plates, such as a book, newspaper, magazine, broadside, score, etc|prt|Printer||
b2788fbe-2e7e-4d14-9724-a6d909a87757|A person or organization who prints illustrations from plates.|pop|Printer of plates||
2844c0ad-f083-403f-88f5-7c4197e15d83|||UF Plates, printer of||
92b2121f-67c9-4b0e-8a41-cc28b0dd5dbe|A person or organization who makes a relief, intaglio, or planographic printing surface|prm|Printmaker||
47765b1a-0904-4ede-b0cd-92f864b0575c|A person or organization primarily responsible for performing or initiating a process, such as is done with the collection of metadata sets|prc|Process contact||
fa8d7a9f-6e3f-439e-9f82-9c08f6b00645|A person, family, or organization responsible for most of the business aspects of a production for screen, audio recording, television, webcast, etc. The producer is generally responsible for fund raising, managing the production, hiring key personnel, arranging for distributors, etc.|pro|Producer||
f3ed0b85-3cad-4f85-b44f-64696b5fe071|||Producer of book||
21ffcdd6-4deb-4e3a-8436-81295f24c357|||USE Book producer||
cb2af5a1-8e2b-4022-981d-942fb33bd53a|An organization that is responsible for financial, technical, and organizational management of a production for stage, screen, audio recording, television, webcast, etc.|prn|Production company||
a1942bb3-6713-4655-a669-588f1f8fcd65|A person or organization responsible for designing the overall visual appearance of a moving image production|prs|Production designer||
73e52960-8f1e-4ad1-9bdc-0f31aa06d4c6|A person responsible for all technical and business matters in a production|pmn|Production manager||
b81f3abd-3a53-4895-a88f-a79d57100d8e|A person or organization associated with the production (props, lighting, special effects, etc.) of a musical or dramatic presentation or entertainment|prd|Production personnel||
832ec726-dbc8-4800-97de-eeec0e2ca977|The place of production (e.g., inscription, fabrication, construction, etc.) of a resource in an unpublished form|prp|Production place||
b5405953-483d-4a58-9ead-80ba915c88df|A person, family, or organization responsible for creating a computer program|prg|Programmer||
2cd51ac1-734f-42c8-a453-133a2da956a5|A person or organization with primary responsibility for all essential aspects of a project, has overall responsibility for managing projects, or provides overall direction to a project manager|pdr|Project director||
cc8d13f6-25d0-4eeb-bb74-396a8fc96c52|||Promoter||
9fdb2f44-aa5a-4a97-8e42-78e272705c48|||USE Thesis advisor||
b413f091-9e80-4178-b159-95f12be35383|A person who corrects printed matter. For manuscripts, use Corrector|pfr|Proofreader||
b50848fe-c613-47a4-be16-ed7ef56e2a09||prv|Provider||
036586e8-82b2-4470-8c14-c1998b3b8cab|||A person or organization who produces, publishes, manufactures, or distributes a resource if specific codes are not desired (e.g.[mfr],[pbl])||
bc5bc6c6-4108-41f8-9585-50bc417ea4a6|The place where a resource is published|pup|Publication place||
ccb2dd0b-3230-44dd-bdba-627f9d52a4c2|A person or organization responsible for publishing, releasing, or issuing a resource|pbl|Publisher||
003f530f-ff15-4316-a20e-dd345d171d81|A person or organization who presides over the elaboration of a collective work to ensure its coherence or continuity. This includes editors-in-chief, literary editors, editors of series, etc.|pbd|Publishing director||
17261052-7568-450e-9ddb-a29ce64f340b|A performer contributing to a resource by manipulating, controlling, or directing puppets or marionettes in a moving image production or a musical or dramatic presentation or entertainment|ppt|Puppeteer||
79db6b29-5860-4b7e-aae3-98fbb20a4b93|A director responsible for the general management and supervision of a radio program|rdd|Radio director||
b77680fc-df91-46ba-8b3b-8eb4d37d536f|A producer responsible for most of the business aspects of a radio program|rpc|Radio producer||
b7849d80-9c03-4b54-aa99-b04a3fc3ea43|||Recipient||
ccca62d3-3c0a-46a9-912f-61dd5ff833ee|||USE Addressee||
be679f9b-d9c3-4db4-9408-714ec278fdde|A person contributing to a resource by supervising the technical aspects of a sound or video recording session|rce|Recording engineer||
feedfcf9-a362-402c-9b95-35785cbd0426|A person or organization who uses a recording device to capture sounds and/or video during a recording session, including field recordings of natural sounds, folkloric events, music, etc.|rcd|Recordist||
47bc6ff1-1903-44f2-98c2-c78a9c2b974c|A person or organization who writes or develops the framework for an item without being intellectually responsible for its content|red|Redaktor||
450af3a0-43cc-491b-bcc3-77beed927bce|A person or organization who prepares drawings of architectural designs (i.e., renderings) in accurate, representational perspective to show what the project will look like when completed|ren|Renderer||
69b7a62d-21f7-453b-9e51-fe63c29382b1|A person or organization who writes or presents reports of news or current events on air or in print|rpt|Reporter||
2445e801-65c9-4a76-9694-5554073e49b6|An organization that hosts data or material culture objects and provides services to promote long term, consistent and shared use of those data or objects|rps|Repository||
1b4e70ee-5820-47fb-bfb2-d20d157e4f8b|A person who directed or managed a research project|rth|Research team head||
9adf493d-55b0-4bf4-841d-0c70b1e275c3|A person who participated in a research project but whose role did not involve direction or management of it|rtm|Research team member||
2f0e598f-1455-487f-b00f-5f2bb2f5ab13|A person or organization responsible for performing research|res|Researcher||
6a380461-83cf-4a2d-bb2a-c3ec7204232e|||UF Performer of research||
9b1d1b82-caf2-4dd1-9244-37ef053cc46e|A person or organization who makes an answer to the courts pursuant to an application for redress (usually in an equity proceeding) or a candidate for a degree who defends or opposes a thesis provided by the praeses in an academic disputation|rsp|Respondent||
703b63c5-76af-4d4c-8003-598837f840d2|A respondent who takes an appeal from one court or jurisdiction to another to reverse the judgment, usually in an equity proceeding|rst|Respondent-appellant||
5f5e832b-0efb-4a85-af1f-fe701dcf4ce3|A respondent against whom an appeal is taken from one court or jurisdiction to another to reverse the judgment, usually in an equity proceeding|rse|Respondent-appellee||
3f1efc16-d45b-4131-8d58-90633e282676|A person or organization legally responsible for the content of the published material|rpy|Responsible party||
bd60f40d-4c2a-4fb7-a718-fdcd9afdbfff|A person or organization, other than the original choreographer or director, responsible for restaging a choreographic or dramatic work and who contributes minimal new content|rsg|Restager||
e62e1117-ae98-49d7-80b8-43f78f56ddfa|A person, family, or organization responsible for the set of technical, editorial, and intellectual procedures aimed at compensating for the degradation of an item by bringing it back to a state as close as possible to its original condition|rsr|Restorationist||
4081688a-ac69-4315-ae30-b50ef9fcc68c|A person or organization responsible for the review of a book, motion picture, performance, etc.|rev|Reviewer||
d32ece78-139c-41e8-a3c0-ce85debfcf1a|A person or organization responsible for parts of a work, often headings or opening parts of a manuscript, that appear in a distinctive color, usually red|rbr|Rubricator||
63822e0c-c369-4b6a-82a3-c50b9b4680e4|A person or organization who is the author of a motion picture screenplay, generally the person who wrote the scenarios for a motion picture during the silent era|sce|Scenarist||
1992c11d-cb83-40ff-89c7-7c27d68b9bae|A person or organization who brings scientific, pedagogical, or historical competence to the conception and realization on a work, particularly in the case of audio-visual items|sad|Scientific advisor||
749cf3f5-fcb6-4c8b-b455-adcbc2be92e8|An author of a screenplay, script, or scene|aus|Screenwriter||
3c545e03-5265-4efc-bb0c-9c7c6f73a8b1|||UF Author of screenplay, etc.||
86dc3b03-b9e4-4ce6-b70f-1479adce0d26|A person who is an amanuensis and for a writer of manuscripts proper. For a person who makes pen-facsimiles, use Facsimilist|scr|Scribe||
a8b57734-0b1a-4d7f-b2f7-07f7265f97f0|An artist responsible for creating a three-dimensional work by modeling, carving, or similar technique|scl|Sculptor||
a56790fc-42af-4c52-b8b6-f913d118ff71|A person or organization who is identified as the party of the second part. In the case of transfer of right, this is the assignee, transferee, licensee, grantee, etc. Multiple parties can be named jointly as the second party|spy|Second party||
c7519fa3-1de6-4d30-9b62-c6b581e5d177|A person or organization who is a recorder, redactor, or other person responsible for expressing the views of a organization|sec|Secretary||
af2f67c8-3d7b-43ce-9983-f3c0069eebe0|A former owner of an item who sold that item to another owner|sll|Seller||
ede61663-bdae-4289-8c17-893a3b33a905|A person who translates the rough sketches of the art director into actual architectural structures for a theatrical presentation, entertainment, motion picture, etc. Set designers draw the detailed guides and specifications for building the set|std|Set designer||
d8227306-c814-44fd-b36b-df2634f452df|An entity in which the activity or plot of a work takes place, e.g. a geographic place, a time period, a building, an event|stg|Setting||
4739fdc6-b0c5-4177-a016-0995bcb597fa|A person whose signature appears without a presentation or other statement indicative of provenance. When there is a presentation statement, use Inscriber|sgn|Signer||
0a9197fc-cb7e-474e-83c2-0a08ed35144b|A performer contributing to a resource by using his/her/their voice, with or without instrumental accompaniment, to produce music. A singer's performance may or may not include actual words|sng|Singer||
6e538726-8ffb-44e2-a52c-32e0a2635f2c|||UF Vocalist||
68ec2456-f8fc-4857-885b-137711449816|A person who produces and reproduces the sound score (both live and recorded), the installation of microphones, the setting of sound levels, and the coordination of sources of sound for a production|sds|Sound designer||
c1a3a337-3d78-45e1-a3b7-0eaf125c0afc|"A performer contributing to a resource by speaking words, such as a lecture, speech, etc. "|spk|Speaker||
d329ac00-dd49-4672-bd01-f3568d7e64b4|A person, family, or organization sponsoring some aspect of a resource, e.g., funding research, sponsoring an event|spn|Sponsor||
af7151c9-6c49-4a3d-9338-3318d4039474|||UF Sponsoring body||
92413fd6-275f-4d08-9e42-4bd4c6b23b4b|||Sponsoring body||
dfee9c89-9545-459c-942e-45fc6ee54415|||USE Sponsor||
b135f0a1-23f1-4d8a-9870-abfc4fc13ff8|A person or organization contributing to a stage resource through the overall management and supervision of a performance|sgd|Stage director||
21db185c-5940-4e4e-aa84-c237c8fabaf5|A person who is in charge of everything that occurs on a performance stage, and who acts as chief of all crews and assistant to a director during rehearsals|stm|Stage manager||
9488bc71-38b1-4b20-98df-a73735a29ea3|An organization responsible for the development or enforcement of a standard|stn|Standards body||
94799f22-caea-4a64-b756-334bb48dd15a|A person or organization who creates a new plate for printing by molding or copying another printing surface|str|Stereotyper||
bfb39a38-16d0-4712-885f-28d05c57da16|A performer contributing to a resource by relaying a creator's original story with dramatic or theatrical interpretation|stl|Storyteller||
85de06d7-bebb-4da5-a410-bee58c9d7708|A person or organization that supports (by allocating facilities, staff, or other resources) a project, program, meeting, event, data objects, material culture objects, or other entities capable of support|sht|Supporting host||
166a6a99-b370-414c-8444-1dc0958fdc41|||UF Host, supporting||
edacd449-9d85-4924-8782-b7a04a8eefd9|||Supposed name||
e0ea7b64-4969-4c69-bf65-ff2341f480a4|||USE Attributed name||
d74d3937-a00e-4023-a596-f3bc4a5406fd|A person, family, or organization contributing to a cartographic resource by providing measurements or dimensional relationships for the geographic area represented|srv|Surveyor||
3e023692-408b-4c55-9173-0f27b8e09b26|A performer contributing to a resource by giving instruction or providing a demonstration|tch|Teacher||
52e6bf13-ffb5-4b59-b533-f1baa8051be3|||UF Instructor||
11f102ad-ae44-498b-bc1e-6cd35a92d348|A person who is ultimately in charge of scenery, props, lights and sound for a production|tcd|Technical director||
02c2604e-f174-4fa3-963f-51ce47a3ae23|||Technical draftsman||
c72bb62a-7d76-4d68-910f-0f0edf06f93e|||USE Draftsman||
7c965e27-7107-4072-8c30-39023715c1f5|A director responsible for the general management and supervision of a television program|tld|Television director||
e94adf51-4a33-41b0-972f-f02d84167027|A producer responsible for most of the business aspects of a television program|tlp|Television producer||
69714af6-53a2-4f46-83d3-85482d5c176e|||Testifier||
01d53049-289b-4099-98d8-1f0b064b8894|||USE Witness||
bf8a9cc8-8b16-47f5-9ffb-b8a9e54a0b67|A person under whose supervision a degree candidate develops and presents a thesis, mémoire, or text of a dissertation|ths|Thesis advisor||
c81e5079-ffac-4e94-8e68-5b09977c719c|||UF Promoter||
bdaadbcf-b0e4-4fbc-b8f9-d17fc08dc1a8|A person, family, or organization contributing to a resource by changing it from one system of notation to another. For a work transcribed for a different instrument or performing group, see Arranger[arr]. For makers of pen-facsimiles, use Facsimilist[fac]|trc|Transcriber||
e9d24674-1bfe-42a9-913e-7ca1d85ed8f9|A person or organization who renders a text from one language into another, or from an older form of a language into the modern form|trl|Translator||
4d402862-7e36-4f29-b974-113223564a84|A person or organization who designs the type face used in a particular item|tyd|Type designer||
34bc4076-1673-4e3f-b248-7e5ecf67f6bc|||UF Designer of type||
fc94e218-960c-4269-90b5-0129c357462e|||Typesetter||
f574678b-21be-4fd0-a9d3-bfdab9b85483|||USE Compositor||
c7b7a5d3-3775-4799-b58d-d600fd902b42|A person or organization primarily responsible for choice and arrangement of type used in an item. If the typographer is also responsible for other aspects of the graphic design of a book (e.g., Book designer|tyg|Typographer||
219f9005-2cce-44d1-b5ac-2dd2adfb5bcf|A place where a university that is associated with a resource is located, for example, a university where an academic dissertation or thesis was presented|uvp|University place||
c125a586-f3a6-48a1-8f0e-a388015a28c0|A person in charge of a video production, e.g. the video recording of a stage production as opposed to a commercial motion picture. The videographer may be the camera operator or may supervise one or more camera operators. Do not confuse with cinematographer|vdg|Videographer||
4ee3a096-0cc8-463c-bb39-d07b14f5ec0b|||Vocalist||
7a57c064-b177-45c2-893e-158af2312c47|||USE Singer||
c3e2c196-3fab-4382-ac47-272004215e3f|An actor contributing to a resource by providing the voice for characters in radio and audio productions and for animated characters in moving image works, as well as by providing voice overs in radio and television commercials, dubbed resources, etc.|vac|Voice actor||
7239acf3-e036-48d7-9294-67220240b8e0||wit|Witness||
dea555c4-1459-41b8-a8d4-5ac3476fa529|||Use for a person who verifies the truthfulness of an event or action.||
781667de-308c-4566-a3c8-b4057e896b18|||UF Deponent||
426aa581-69c3-4d6c-8f1b-1b41d2ea5541|||UF Eyewitness||
95697587-c5e3-441a-a053-00edc174fd34|||UF Observer||
742d9157-38b0-4d3e-b0b6-9706a6c22fc0|||UF Onlooker||
df3a85c1-1b40-45bc-a75c-df42275fafd7|||UF Testifier||
7a27c7cf-ddd7-4fcb-946b-c2e98af208cf|A person or organization who makes prints by cutting the image in relief on the end-grain of a wood block|wde|Wood engraver||
454a2469-1c71-4a13-afd2-90e16a046267|A person or organization who makes prints by cutting the image in relief on the plank side of a wood block|wdc|Woodcutter||
84e08220-de86-4f3c-832d-241248d3ef66|A person or organization who writes significant material which accompanies a sound recording or other audiovisual material|wam|Writer of accompanying material||
764c39b4-cb48-4e3f-b6ec-135edd16dd6c|A person, family, or organization contributing to an expression of a work by providing an interpretation or critical explanation of the original work|wac|Writer of added commentary||
8174ff7f-889f-42df-a06b-b7b38da50704|A writer of words added to an expression of a musical work. For lyric writing in collaboration with a composer to form an original work, see lyricist|wal|Writer of added lyrics||
3b82ee8c-b107-480c-98b8-c9b91cbe4f6a|A person, family, or organization contributing to a non-textual resource by providing text for the non-textual work (e.g., writing captions for photographs, descriptions of maps).|wat|Writer of added text||
096f75a6-9f85-4c8d-8e89-9db7e8def254|A person, family, or organization contributing to a resource by providing an introduction to the original work|win|Writer of introduction||
61419a2a-e433-477c-b49b-64a924dcc3a4|A person, family, or organization contributing to a resource by providing a preface to the original work|wpr|Writer of preface||
848d8b97-b338-4813-b1e4-e9fee15d8905|A person, family, or organization contributing to a resource by providing supplementary textual content (e.g., an introduction, a preface) to the original work|wst|Writer of supplementary textual content||
